Fri Oct 29 12:31:33 2021    profile_training.prof

         19327317 function calls (18268618 primitive calls) in 198.618 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    22600    0.281    0.000    4.227    0.000 /home/fomri/khedema/scheduler/core/models/mlp.py:90(forward)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/core/models/mlp.py:107(__init__)
    22600    0.246    0.000    2.924    0.000 /home/fomri/khedema/scheduler/core/models/mlp.py:143(forward)
    22600    0.338    0.000   81.658    0.004 /home/fomri/khedema/scheduler/core/models/graphcnn_congForSJSSP.py:115(forward)
        1    0.002    0.002  198.618  198.618 <string>:1(<module>)
       24    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/__future__.py:18(get_overwrite_module_params_on_conversion)
    22600    0.081    0.000    0.081    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/distribution.py:24(__init__)
    22500    0.074    0.000    0.079    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/distribution.py:209(_extended_shape)
    22600    0.152    0.000    0.495    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/utils.py:70(clamp_probs)
    22600    0.048    0.000    0.795    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/utils.py:75(probs_to_logits)
    22600    0.177    0.000    1.222    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/utils.py:99(__get__)
    22600    0.545    0.000    1.065    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/categorical.py:44(__init__)
    22600    0.048    0.000    0.843    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/categorical.py:82(logits)
    22500    0.263    0.000    0.907    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/categorical.py:102(sample)
    22600    0.363    0.000    2.808    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/categorical.py:109(log_prob)
      100    0.004    0.000    0.006    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/distributions/categorical.py:117(entropy)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:43(<lambda>)
      100    0.002    0.000    0.187    0.002 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:62(wrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:49(with_counter)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:128(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:131(__enter__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:135(__exit__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:126(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:153(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:106(step)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:343(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/lr_scheduler.py:348(get_lr)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/optimizer.py:32(__init__)
      100    0.006    0.000    0.023    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/optimizer.py:166(zero_grad)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/optimizer.py:187(add_param_group)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/adam.py:30(__init__)
      100    0.055    0.001    0.181    0.002 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/optim/adam.py:51(step)
    90400    0.076    0.000    0.124    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/backends/__init__.py:31(__get__)
   407000    0.082    0.000    0.082    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/jit/__init__.py:2277(is_scripting)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:57(reset_running_stats)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:63(reset_parameters)
      404    0.001    0.000    0.029    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:76(_load_from_state_dict)
        4    0.000    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:94(__init__)
    90400    2.338    0.000   58.577    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:99(forward)
    90400    0.065    0.000    0.112    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:204(_check_input_dim)
        4    0.000    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/batchnorm.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/loss.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/loss.py:441(__init__)
      100    0.000    0.000    0.009    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/loss.py:444(forward)
   316400    0.733    0.000    1.462    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/container.py:150(_get_abs_string_index)
   316400    0.578    0.000    2.187    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/container.py:159(__getitem__)
   632814    0.268    0.000    0.348    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/container.py:180(__len__)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/container.py:145(__init__)
       14    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/container.py:208(append)
   542400    0.199    0.000    0.388    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/_overrides.py:792(<genexpr>)
   180800    0.190    0.000    0.786    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/_overrides.py:779(has_torch_function)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:59(_no_grad_fill_)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:64(_no_grad_zero_)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:69(calculate_gain)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:111(uniform_)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:182(ones_)
        4    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:196(zeros_)
       16    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:273(_calculate_fan_in_and_fan_out)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:344(_calculate_correct_fan)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:354(kaiming_uniform_)
      100    0.001    0.000    0.003    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/__init__.py:25(_make_grads)
      100    0.001    0.000   74.044    0.740 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/__init__.py:57(backward)
      100    0.001    0.000    0.185    0.002 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:12(decorate_context)
    26296    0.071    0.000    0.097    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:65(__enter__)
    26296    0.052    0.000    0.107    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:69(__exit__)
    22600    0.058    0.000    0.084    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:104(__enter__)
    22600    0.047    0.000    0.101    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:108(__exit__)
    48896    0.075    0.000    0.109    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/autograd/grad_mode.py:149(__init__)
    22700    0.056    0.000    0.077    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/_VF.py:13(__getattr__)
       48    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/parameter.py:23(__new__)
       24    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/parameter.py:28(__deepcopy__)
       24    0.000    0.000    0.000    0.000 <string>:1(__new__)
    90400    0.224    0.000    2.922    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1106(relu)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/init.py:14(_no_grad_uniform_)
    22600    0.061    0.000    0.501    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1465(softmax)
   180800    0.207    0.000    0.207    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1670(<listcomp>)
   180800    1.619    0.000   12.872    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1655(linear)
    90400    0.197    0.000    0.215    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1980(_verify_batch_size)
    90400    0.495    0.000   55.133    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:1998(batch_norm)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:2631(<listcomp>)
      100    0.001    0.000    0.009    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/functional.py:2621(mse_loss)
      100    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/_reduction.py:7(get_enum)
       27    0.000    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:202(__init__)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:237(register_buffer)
       24    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:289(register_parameter)
       14    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:328(add_module)
       24    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:356(compute_should_use_set_data)
     25/3    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:352(_apply)
        8    0.000    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/linear.py:72(__init__)
        8    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/linear.py:83(reset_parameters)
       36    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:602(convert)
        3    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:524(to)
406900/22700    3.286    0.000   94.574    0.004 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:710(_call_impl)
       26    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:748(__setstate__)
  1288368    1.259    0.000    1.259    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:758(__getattr__)
       35    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:775(remove_from)
    90762    0.477    0.000    0.602    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:774(__setattr__)
     2626    0.009    0.000    0.028    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:843(_save_to_state_dict)
   180800    0.574    0.000   13.673    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/linear.py:90(forward)
 2626/101    0.013    0.000    0.041    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:877(state_dict)
     2626    0.001    0.000    0.001    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:953(<dictcomp>)
     2626    0.002    0.000    0.002    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:955(<dictcomp>)
     2626    0.057    0.000    0.111    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:917(_load_from_state_dict)
 2626/101    0.009    0.000    0.122    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1022(load)
      101    0.001    0.000    0.124    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:993(load_state_dict)
       25    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1048(_named_members)
       25    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1061(parameters)
       26    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1106(<lambda>)
       25    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1085(named_parameters)
       47    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1159(children)
       47    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1168(named_children)
   133/27    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/nn/modules/module.py:1215(named_modules)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/random.py:98(manual_seed_all)
    22600    0.033    0.000    1.046    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/sparse/__init__.py:44(mm)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:236(__init__)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:240(__enter__)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:248(__exit__)
    68100    0.036    0.000    0.036    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/functional.py:63(<genexpr>)
    22700    0.181    0.000    0.618    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/functional.py:36(broadcast_tensors)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/_utils.py:6(_get_device_index)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/tensor.py:36(__deepcopy__)
      100    0.002    0.000   74.045    0.740 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/tensor.py:155(backward)
     2496    0.001    0.000    0.002    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/tensor.py:458(__hash__)
    11976    0.014    0.000    0.016    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/tensor.py:725(grad)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/storage.py:24(__deepcopy__)
       12    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/storage.py:40(clone)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:47(is_available)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:128(is_initialized)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/cuda/__init__.py:133(_lazy_call)
    826/1    0.001    0.000    0.003    0.003 /home/fomri/anaconda3/lib/python3.7/copy.py:132(deepcopy)
      476    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copy.py:190(_deepcopy_atomic)
       26    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copy.py:210(_deepcopy_list)
     26/1    0.000    0.000    0.003    0.003 /home/fomri/anaconda3/lib/python3.7/copy.py:236(_deepcopy_dict)
      349    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copy.py:252(_keep_alive)
      106    0.000    0.000    0.000    0.000 /home/fomri/anaconda3/lib/python3.7/copy.py:273(<genexpr>)
    261/1    0.000    0.000    0.003    0.003 /home/fomri/anaconda3/lib/python3.7/copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/torch/random.py:21(manual_seed)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
      100    0.010    0.000    0.019    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
      100    0.002    0.000    0.002    0.000 {numpy.random.mtrand.sample}
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:283(descr_to_dtype)
        1    0.000    0.000    0.005    0.005 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:535(_filter_header)
        5    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:613(<genexpr>)
        1    0.000    0.000    0.006    0.006 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:570(_read_array_header)
        1    0.000    0.000    0.006    0.006 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:699(read_array)
        3    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/numpy/lib/format.py:893(_read_bytes)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/dict.py:5(Dict)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/spaces/utils.py:1(<module>)
       54    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/__init__.py:338(_merge)
      124    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/__init__.py:592(<listcomp>)
        1    0.001    0.001    0.014    0.014 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/__init__.py:1(<module>)
      859    0.010    0.000    0.011    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:23(EnvSpec)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:81(__init__)
      859    0.000    0.000    0.011    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:133(register)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:73(EnvRegistry)
      859    0.001    0.000    0.012    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:141(register)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/envs/registration.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/vector/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/vector/async_vector_env.py:19(AsyncState)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:3(Error)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:8(Unregistered)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:14(UnregisteredEnv)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:20(UnregisteredBenchmark)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:26(DeprecatedEnv)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:32(UnseedableEnv)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:38(DependencyNotInstalled)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:41(UnsupportedMode)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:47(ResetNeeded)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:53(ResetNotAllowed)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:59(InvalidAction)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:67(APIError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:100(APIConnectionError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:104(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:114(AuthenticationError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:117(RateLimitError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:122(VideoRecorderError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:125(InvalidFrame)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:130(DoubleWrapperError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:134(WrapAfterConfigureError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:138(RetriesExceededError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:143(AlreadyPendingCallError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:154(NoAsyncCallError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:163(ClosedEnvironmentError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:169(CustomSpaceError)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:8(Env)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:163(GoalEnv)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:201(Wrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:262(ObservationWrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:275(RewardWrapper)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:287(ActionWrapper)
        1    0.000    0.000    0.001    0.001 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/colorize.py:3(<module>)
        1    0.000    0.000    0.000    0.000 /home/fomri/khedema/scheduler/env/lib/python3.7/site-packages/gym/utils/ezpickle.py:20(__init__)
